error,delta_error,delta_pwm
0.6723,-1.5529,1153
0.5523,-1.7640,1207
0.5523,-0.7056,143
0.6623,1.1525,-1017
0.7823,1.9929,-1400
0.7923,0.9248,-790
0.9023,1.4176,-1304
1.0123,1.9713,-1400
1.2323,3.6581,-1400
1.4623,4.3994,-1614
1.9223,7.6321,-2857
2.2623,7.3933,-3011
2.4923,5.1478,-1831
2.5923,3.3635,-1400
2.7023,2.7496,-1400
2.8023,2.3765,-1400
2.6923,-0.0970,-1364
2.4723,-2.8473,0
2.2623,-3.8781,0
2.1523,-2.9555,0
2.1523,-1.1822,-755
2.2623,0.5747,-1400
2.3623,1.5065,-1400
2.8123,6.4722,-2583
3.1523,6.9293,-2955
3.3723,5.5802,-2030
3.2623,0.8278,-1400
3.1523,-0.7165,-1136
3.1523,-0.2866,-1304
3.1623,0.0130,-1400
3.1623,0.0052,-1400
3.1623,0.0021,-1400
3.1623,0.0008,-1400
3.1523,-0.1301,-1355
3.1523,-0.0520,-1382
3.1523,-0.0208,-1393
3.1623,0.0869,-1400
3.1623,0.0348,-1400
3.1623,0.0139,-1400
2.9323,-2.9306,0
2.7023,-4.1084,89
2.4723,-3.8338,0
2.4723,-1.5335,0
2.4723,-0.6134,-1183
2.4723,-0.2454,-1308
2.3623,-1.5024,0
2.2423,-1.7438,0
2.0223,-3.5060,0
1.8023,-4.2720,409
1.5823,-4.5173,698
1.4623,-3.3388,812
1.4623,-1.3355,380
1.4623,-0.5342,-430
1.3523,-1.6485,897
1.1323,-3.4679,1023
0.9123,-4.1957,1118
0.6723,-4.7421,1199
0.5523,-3.0397,1239
0.3223,-4.2159,1306
0.3223,-1.6864,1278
0.1747,-2.5588,1346
0.1243,-1.5035,1347
-0.0133,-2.3580,1400
-0.0501,-1.4232,1311
-0.0877,-1.0493,913
-0.3453,-3.7082,1400
-0.6157,-4.0585,1422
-0.8733,-4.9119,1744
-0.9101,-2.4448,1400
-0.8377,-0.0537,593
-0.6453,2.4347,-1211
-0.3757,3.5415,-1292
-0.1933,3.7451,-1344
-0.1301,2.3224,-1357
-0.1677,0.4490,-247
-0.0853,1.2315,-983
0.0297,1.5876,-1400
0.0297,0.6350,-547
0.0297,0.2540,-244
0.0297,0.1016,-106
0.1497,1.5726,-1400
0.1497,0.6290,-542
0.4797,4.4644,-1566
0.8197,6.2205,-1831
1.2697,8.2329,-2066
1.2697,3.2932,-1400
1.1597,0.2696,-792
0.9297,-2.8283,1111
0.8197,-2.5661,1152
0.8197,-1.0264,176
0.8297,-0.2829,-304
0.8297,-0.1132,-464
0.8297,-0.0453,-537
0.8297,-0.0181,-567
0.8297,-0.0072,-580
0.8297,-0.0029,-585
1.1597,4.2116,-1507
1.4997,4.9227,-1836
1.8297,6.2734,-2441
1.8297,2.5094,-1400
1.7197,-0.4005,-692
1.6197,-1.4368,462
1.5097,-1.6223,770
1.5097,-0.6489,-368
1.6197,1.1447,-1069
1.7197,1.7345,-1400
1.8297,1.7414,-1400
1.7197,-0.7077,-570
1.7197,-0.2831,-815
1.7197,-0.1132,-1022
1.8297,1.3590,-1252
1.8297,0.5436,-1267
1.8397,0.3127,-1275
1.8397,0.1251,-1275
1.8497,0.1777,-1283
1.8497,0.0711,-1283
1.8497,0.0284,-1283
1.8397,-0.0839,-1148
1.8397,-0.0335,-1223
1.7197,-1.5453,533
1.6197,-1.8947,657
1.4997,-1.9007,779
1.4997,-0.7603,-287
1.4997,-0.3041,-658
1.5097,0.0060,-1032
1.5097,0.0024,-1032
1.5097,0.0010,-1032
1.5097,0.0004,-1032
1.5097,0.0002,-1032
1.7297,2.8086,-1400
1.9497,3.9319,-1400
2.2897,4.8109,-1708
2.3997,3.3286,-1400
2.5197,2.8967,-1400
2.5197,1.1587,-1400
2.5097,0.3358,-1400
2.5097,0.1343,-1400
2.4997,-0.0739,-1371
2.4997,-0.0296,-1388
2.4997,-0.0118,-1395
2.4997,-0.0047,-1398
2.3897,-1.0495,-914
2.1697,-3.2283,0
1.9497,-4.1609,154
1.8297,-3.1963,362
1.7197,-2.6828,533
1.3897,-4.2160,870
0.9497,-7.3034,1400
0.6097,-7.3561,1400
0.2697,-7.2829,1400
-0.1803,-8.6578,1477
-0.7403,-8.7965,1731
-1.0703,-7.7314,1920
-1.1703,-4.3969,1595
-1.1703,-1.7588,1400
-1.0603,0.7008,122
-0.9503,1.3279,-577
-0.7403,3.2120,-1180
-0.6403,2.5892,-1212
-0.5303,2.4399,-1243
-0.5303,0.9760,-332
-0.5303,0.3904,51
-0.5303,0.1562,244
-0.5303,0.0625,337
-0.5303,0.0250,377
-0.8603,-4.2028,1484
-1.1903,-5.8939,2025
-1.5103,-5.4052,2001
-1.2903,0.7075,222
-1.0803,2.9639,-1047
-0.8603,3.9941,-1137
-0.9603,0.6452,109
-1.0703,-1.1462,1010
-1.1703,-1.7628,1400
-1.0703,0.5715,209
-0.9603,1.6328,-1080
-0.7503,3.3340,-1176
-0.6403,2.3812,-1212
-0.5303,2.3873,-1241
-0.5303,0.9549,-318
-0.4203,1.7862,-1250
-0.3103,1.7621,-1286
0.0297,5.0453,-1416
0.2597,5.0181,-1533
0.4797,4.8158,-1625
0.4797,1.9263,-1400
0.4797,0.7705,-656
0.4797,0.3082,-372
0.3697,-1.3115,733
0.5897,2.2839,-1400
0.8197,3.8497,-1400
1.0397,3.6351,-1400
0.9397,0.1775,-655
0.8297,-1.3638,689
0.8297,-0.5455,-108
0.8297,-0.2182,-362
1.1697,3.1508,-1400
1.5097,5.6008,-2059
1.8497,6.6751,-2692
1.8497,2.6700,-1400
1.8397,0.9404,-1256
1.8397,0.3761,-1275
1.8297,0.0552,-1267
1.8297,0.0221,-1267
1.7197,-1.3954,233
1.4997,-3.3667,779
1.2697,-3.5371,949
1.1497,-2.9468,1014
1.1497,-1.1787,230
1.1597,-0.3438,-429
1.2797,1.3944,-1269
1.3897,1.6054,-1400
1.7297,4.9826,-1823
1.9497,4.8626,-1754
2.1597,4.6259,-1652
2.1597,1.8504,-1400
2.2797,2.2721,-1400
2.6197,4.1469,-1457
2.9597,6.0935,-2322
3.1897,5.3736,-1931
3.1897,2.1494,-1400
3.1897,0.8598,-1400
2.8497,-3.9965,0
2.6297,-4.4682,325
2.2897,-6.1277,1053
2.2797,-2.5787,0
2.0597,-3.1267,0
1.9397,-2.7826,146
1.8297,-2.5478,362
1.5997,-3.9553,679
1.2697,-5.7949,945
1.0397,-4.5084,1066
0.9397,-3.0800,1107
0.8197,-2.7972,1152
0.5997,-3.9274,1225
0.3797,-4.3795,1288
0.2697,-2.7994,1320
0.2697,-1.1198,668
0.3797,0.9869,-850
0.1497,-2.5414,1353
-0.0803,-3.9527,1400
-0.3203,-3.8668,1400
-0.3203,-1.5467,1400
-0.3203,-0.6187,534
-0.2003,1.2844,-892
0.0197,3.3223,-1400
0.1297,2.3765,-1400
0.1297,0.9506,-814
0.1397,0.5107,-450
0.1497,0.3319,-309
0.3797,3.0689,-1400
0.5997,3.3228,-1400
0.8197,4.1376,-1457
0.3797,-4.0841,1291
0.3797,-1.6336,1256
0.3797,-0.6535,226
0.8197,3.9291,-1400
0.8197,1.5716,-1400
0.8197,0.6287,-586
0.4797,-4.0890,1261
0.1673,-5.6237,1325
-0.1519,-5.2888,1487
-0.1519,-2.1155,1400
-0.1619,-0.9766,839
-0.1519,-0.2630,252
-0.0319,1.4267,-1266
0.0881,1.7135,-1400
0.0881,0.6854,-587
-0.0319,-1.2911,1163
-0.1519,-2.0483,1400
-0.1519,-0.8193,697
0.1881,2.9104,-1400
0.5381,5.6322,-1726
0.8781,6.6877,-1813
0.8781,2.6751,-1400
0.9981,2.6019,-1400
1.1081,2.0884,-1400
1.2181,2.2396,-1400
1.1181,-0.4085,-353
1.0081,-1.5677,1060
0.8981,-2.0313,1123
0.8981,-0.8125,15
0.9981,0.9516,-815
1.0981,1.6850,-1400
1.0981,0.6740,-753
0.9981,-1.0070,70
1.0081,-0.3076,-380
1.2281,2.6855,-1400
1.4481,3.9438,-1400
1.6781,4.5137,-1645
1.7881,3.2097,-1400
1.8981,2.3315,-1400
1.9081,1.0603,-1300
1.9081,0.4241,-1328
1.8981,0.0420,-1320
1.8981,0.0168,-1320
1.8881,-0.0885,-1177
2.0081,1.4965,-1400
2.1281,2.1638,-1400
2.3581,3.8017,-1400
2.4581,2.7973,-1400
2.6781,3.2141,-1400
2.7981,2.8176,-1400
2.8981,2.4314,-1400
2.8981,0.9726,-1400
2.8981,0.3890,-1400
3.0181,1.2985,-1400
3.1281,1.9236,-1400
3.2481,2.3347,-1400
3.2481,0.9339,-1400
3.2481,0.3735,-1400
3.2481,0.1494,-1400
3.2481,0.0598,-1400
3.2481,0.0239,-1400
3.2481,0.0096,-1400
3.2481,0.0038,-1400
3.2481,0.0015,-1400
3.2481,0.0006,-1400
3.2481,0.0002,-1400
3.2581,0.1278,-1400
3.2581,0.0511,-1400
3.1481,-1.0272,-935
3.0381,-1.8151,0
2.8081,-3.7261,0
2.6881,-3.0223,0
2.5781,-2.6132,0
2.5681,-1.1729,-768
2.4581,-1.5168,0
2.3481,-2.0415,0
2.2381,-2.2209,0
2.2381,-0.8883,-1039
2.2381,-0.3553,-1262
2.2381,-0.1421,-1342
2.0081,-3.0569,0
1.7781,-4.1589,447
1.4381,-6.0040,978
1.3281,-3.4492,913
1.2181,-2.7839,978
1.0981,-2.6788,1039
0.8781,-3.8800,1131
0.6481,-4.4882,1210
0.5481,-2.7477,1241
0.5581,-0.9714,309
0.6581,0.9158,-782
0.7681,1.7706,-1400
0.8781,2.1125,-1400
0.8781,0.8450,-719
0.8781,0.3380,-617
0.5381,-4.2996,1244
0.5381,-1.7198,1209
0.5381,-0.6879,141
0.8781,2.9629,-1400
0.8781,1.1852,-1050
0.8781,0.4741,-617
0.4281,-5.5551,1226
-0.0219,-7.9667,1410
-0.4719,-7.4724,1611
-0.4719,-2.9890,1400
-0.4719,-1.1956,1061
-0.7919,-4.5633,1616
-0.9019,-3.2296,1400
-1.0119,-2.3395,1400
-1.0119,-0.9358,801
-1.1219,-1.8091,1400
-1.2319,-2.1279,1400
-1.1319,0.4254,346
-1.1319,0.1702,579
-1.1319,0.0681,692
-1.0219,1.4620,-930
-0.9119,1.9891,-1118
-0.8019,2.1999,-1158
-0.6919,1.9276,-1177
-0.5819,2.1753,-1220
-0.3719,3.6092,-1293
-0.1419,4.3799,-1356
0.0781,4.5605,-1437
0.3081,4.0147,-1405
0.4181,3.0101,-1400
0.7681,5.7693,-1866
0.9981,5.2439,-1873
1.3281,6.3103,-2116
1.4381,3.5717,-1400
1.5581,2.9606,-1400
1.5581,1.1842,-1050
1.6781,2.0056,-1400
1.8981,3.6108,-1400
2.1281,3.6348,-1400
2.2381,2.8582,-1400
2.1281,-0.2915,-1282
2.0181,-1.5209,0
1.8981,-2.1403,234
1.8981,-0.8561,-843
1.8881,-0.4701,-947
1.8881,-0.1880,-1039
1.8981,0.0524,-1320
2.0181,1.5529,-1400
2.2481,2.8116,-1400
2.5781,5.3374,-1915
2.8081,5.1350,-1826
2.9181,3.4582,-1400
2.9181,1.3833,-1400
2.9181,0.5533,-1400
3.0281,1.6256,-1400
3.1381,2.0850,-1400
3.2481,2.2383,-1400
3.2481,0.8953,-1400
3.2481,0.3581,-1400
3.2481,0.1432,-1400
3.2481,0.0573,-1400
3.1281,-1.5090,0
2.8981,-3.5398,0
2.6781,-3.5111,0
2.5581,-2.9364,0
2.4581,-2.4789,0
2.3581,-2.2682,0
2.1381,-3.7158,0
2.0181,-2.6292,0
1.9081,-2.4559,214
1.6881,-3.8519,574
1.4581,-4.4769,815
1.2281,-4.7269,973
1.1081,-3.0336,1034
0.8881,-4.0220,1127
0.6581,-4.6088,1206
0.5581,-3.1201,1238
0.5581,-1.2480,510
0.5581,-0.4992,7
0.5581,-0.1997,-221
0.5581,-0.0799,-336
0.5581,-0.0319,-387
0.5481,-0.1404,-270
0.5381,-0.1514,-254
0.5381,-0.0606,-344
0.5381,-0.0242,-383
0.7681,2.9265,-1400
0.9981,4.1068,-1449
1.2181,3.7379,-1400
1.2281,1.6228,-1400
1.3381,2.0839,-1400
1.4581,2.3655,-1400
1.5681,2.3504,-1400
1.5781,1.0354,-1029
1.6881,1.8184,-1400
1.7981,2.1622,-1400
1.8981,2.1415,-1400
1.9081,0.9842,-1309
1.8981,0.2985,-1320
1.8981,0.1194,-1320
1.8881,-0.0827,-1185
1.8981,0.0946,-1320
2.0081,1.4421,-1400
2.1281,2.1088,-1400
2.2381,1.8911,-1400
2.2381,0.7564,-1400
2.2381,0.3026,-1400
2.0081,-2.8151,0
1.7781,-3.3165,447
1.4381,-5.6670,885
1.3281,-3.7016,913
1.2181,-2.8849,978
1.1557,-1.9506,1011
1.0961,-1.3478,604
0.9037,-2.9953,1121
0.7205,-3.5877,1186
0.6381,-2.4870,1213
0.7857,0.8895,-758
1.0561,2.9310,-1400
1.2037,3.0567,-1400
1.2405,1.7027,-1400
1.1681,-0.2432,-526
1.0957,-1.0215,32
1.0361,-0.9762,36
1.0737,0.0895,-737
1.1105,0.5158,-761
1.1581,0.8140,-791
1.0757,-0.7263,-114
1.0161,-0.8581,-16
0.9337,-1.3952,755
1.0805,1.3567,-1236
1.1181,1.0227,-885
1.1557,0.8891,-801
1.0961,-0.2120,-516
1.0137,-1.1367,159
0.9305,-1.5399,1077
0.7481,-2.9445,1177
0.6857,-1.9744,1182
0.5161,-2.4050,1246
0.3337,-3.2905,1304
0.1405,-3.8362,1359
0.0681,-2.4587,1378
0.1057,-0.5035,342
0.3761,2.3738,-1400
0.6337,4.2380,-1490
0.8905,5.0448,-1790
0.9281,2.4979,-1400
0.9657,1.4792,-1376
1.0161,1.0717,-935
1.1537,2.1853,-1400
1.3005,2.7889,-1400
1.4481,2.9998,-1400
1.4857,1.6799,-1400
1.6561,2.2948,-1400
1.8137,2.9298,-1400
2.0905,4.7824,-1713
2.2381,3.7972,-1400
2.3957,3.5308,-1400
2.4461,1.8923,-1400
2.4837,1.2369,-1400
2.6205,2.2791,-1400
2.7681,2.7959,-1400
2.9157,3.0026,-1400
2.9661,1.6810,-1400
3.0037,1.1524,-1400
3.0405,0.9410,-1400
3.0781,0.8564,-1400
3.2385,1.8702,-1400
3.3861,2.6323,-1400
3.5337,2.9372,-1400
3.5705,1.6549,-1400
3.6081,1.1419,-1400
3.6457,0.9368,-1400
3.4761,-1.2405,-665
3.2837,-2.9524,0
3.1005,-3.5705,0
3.0281,-2.3525,0
2.8285,-3.4899,0
2.5985,-3.5864,0
2.4785,-2.9665,0
2.4785,-1.1866,-748
2.4785,-0.4746,-1231
2.4685,-0.3175,-1282
2.3585,-1.1746,-765
2.2585,-1.7464,0
2.0485,-3.4377,0
1.9385,-2.7793,148
1.5085,-6.6011,1204
1.2885,-4.7357,938
1.0785,-4.5751,1048
1.1785,-0.5257,-293
1.1785,-0.2103,-565
1.1785,-0.0841,-702
1.2885,1.0140,-909
1.3985,1.8098,-1400
1.4985,2.0283,-1400
1.4985,0.8113,-1024
1.4985,0.3245,-1024
1.4985,0.1298,-1024
1.4985,0.0519,-1024
1.4985,0.0208,-1024
1.4985,0.0083,-1024
1.4985,0.0033,-1024
1.4985,0.0013,-1024
1.4985,0.0005,-1024
1.4985,0.0002,-1024
1.4985,0.0001,-1024
1.3985,-1.2766,321
1.1785,-2.6059,1000
0.9685,-3.7232,1096
0.7385,-4.4893,1180
0.6385,-3.0723,1213
0.5285,-2.6332,1247
0.5285,-1.0533,387
0.4185,-1.8256,1253
0.4085,-0.8607,345
0.4085,-0.3443,-10
0.5185,1.2665,-1137
0.5185,0.5066,-447
0.5285,0.3303,-404
0.5285,0.1321,-404
0.5285,0.0528,-404
0.4185,-1.3831,832
0.3085,-1.6009,1279
0.1985,-2.0446,1332
0.1985,-0.8178,492
0.3085,1.0771,-941
0.4185,1.8351,-1400
0.5385,1.8769,-1400
0.5385,0.7508,-639
0.5385,0.3003,-410
0.5285,-0.0075,-395
0.5285,-0.0030,-400
0.6385,1.0464,-910
0.8485,3.0994,-1400
1.0685,4.1093,-1452
1.1785,3.0480,-1400
1.1785,1.2192,-1086
1.1785,0.4877,-804
1.0685,-1.2092,297
0.9585,-1.9185,1100
0.8485,-2.1716,1142
0.8485,-0.8687,71
0.9585,0.7002,-666
1.0685,1.6843,-1400
1.2885,3.5433,-1400
1.3985,2.8216,-1400
1.4985,2.4052,-1400
1.4985,0.9621,-1014
1.4985,0.3848,-1024
1.4985,0.1539,-1024
1.4985,0.0616,-1024
1.3985,-1.2520,278
1.2885,-1.5484,938
1.3985,0.7849,-954
1.6085,3.0531,-1400
1.8285,4.0297,-1415
1.8285,1.6119,-1400
1.8285,0.6448,-1267
1.4985,-3.9549,780
1.1785,-5.7559,965
0.8485,-6.5151,1206
0.9585,-1.2018,290
0.9585,-0.4807,-217
0.8585,-1.1447,228
0.6485,-3.1970,1210
0.6485,-1.2788,500
0.7485,0.7651,-651
0.8485,1.2584,-1128
0.8485,0.5034,-600
0.7385,-1.2334,381
0.5185,-3.3019,1250
0.1985,-5.4059,1320
0.0885,-3.2100,1374
0.0985,-1.1563,892
0.2085,0.9723,-835
0.2185,0.5166,-455
0.2185,0.2066,-203
0.2185,0.0826,-189
-0.0015,-2.7755,1400
-0.2315,-4.1102,1439
-0.4515,-4.4526,1562
-0.4515,-1.7810,1400
-0.4515,-0.7124,608
-0.4415,-0.1573,347
-0.4415,-0.0629,347
-0.4315,0.1025,233
-0.4415,-0.0867,347
-0.4415,-0.0347,347
-0.4515,-0.1415,354
-0.4515,-0.0566,354
-0.4415,0.1050,237
-0.3315,1.4463,-1064
-0.2215,1.6261,-1312
-0.0015,3.4590,-1400
0.0985,2.6879,-1400
0.0985,1.0752,-939
0.3185,3.2386,-1400
0.5285,3.2954,-1400
0.8485,5.4033,-1837
0.6385,-0.5778,12
0.5285,-1.6354,1206
0.3085,-3.4627,1311
0.1985,-2.4327,1337
-0.0115,-3.6539,1400
-0.1215,-2.8964,1400
-0.1215,-1.1585,1023
-0.1215,-0.4634,413
-0.1215,-0.1854,184
-0.1115,0.0535,44
0.0985,2.7605,-1400
0.3185,3.9127,-1400
0.5661,4.7259,-1657
0.4770,1.0426,-906
0.3770,-0.8596,369
0.2670,-1.7786,1301
0.2570,-0.8391,454
0.2570,-0.3356,90
0.2570,-0.1343,-81
0.2570,-0.0537,-160
0.1470,-1.4563,1163
0.1470,-0.5825,364
0.1470,-0.2330,93
0.2570,0.9544,-818
0.2570,0.3818,-349
0.2570,0.1527,-218
0.2570,0.0611,-218
0.2570,0.0244,-218
0.2570,0.0098,-218
0.2570,0.0039,-218
0.3670,1.4363,-1326
0.4770,1.9788,-1400
0.5870,2.1958,-1400
0.5770,0.7831,-666
0.5770,0.3132,-435
0.5770,0.1253,-435
0.5770,0.0501,-435
0.5670,-0.1076,-314
0.3570,-2.0430,1281
0.1470,-3.4981,1357
0.2670,0.1660,-226
0.9170,8.3643,-1826
1.2470,7.5585,-2048
1.2470,3.0234,-1400
0.9270,-2.8758,1112
0.9270,-1.1503,192
0.9270,-0.4601,-216
1.0270,1.0925,-956
1.2370,2.4370,-1400
1.4570,3.7833,-1400
1.6670,4.2525,-1527
1.7770,3.1052,-1400
1.8970,2.7740,-1400
1.8970,1.1096,-1292
1.8970,0.4438,-1319
1.8870,0.0471,-1312
1.7770,-1.3854,123
1.4570,-4.6393,816
1.2270,-4.0462,974
1.1170,-3.0227,1030
1.1170,-1.2091,293
1.1170,-0.4836,-294
1.1170,-0.1935,-547
1.2270,0.9702,-866
0.9070,-3.6970,1120
0.6970,-4.2179,1194
0.4770,-4.4957,1259
0.5870,-0.3940,-82
0.5870,-0.1576,-278
0.5870,-0.0630,-372
0.9070,4.1487,-1464
0.9070,1.6595,-1400
1.2370,4.8766,-1814
0.9070,-1.1922,275
1.2370,3.7359,-1400
1.3470,2.9291,-1400
1.7770,6.6610,-2631
1.8870,4.0687,-1433
1.8870,1.6275,-1400
1.6770,-1.3490,181
1.3470,-4.8440,900
1.0270,-6.0227,1035
0.9070,-3.9410,1120
0.9070,-1.5764,1088
0.7970,-2.0348,1156
0.7970,-0.8139,67
0.7970,-0.3256,-251
0.7970,-0.1302,-428
0.6970,-1.0045,237
0.6970,-0.4018,-138
0.6970,-0.1607,-340
0.6970,-0.0643,-437
0.6970,-0.0257,-479
0.7070,0.0850,-514
0.7070,0.0340,-514
0.5970,-1.4212,906
0.5970,-0.5685,30
0.5870,-0.3551,-111
0.5870,-0.1420,-292
0.5870,-0.0568,-378
0.5870,-0.0227,-415
0.6970,1.3952,-1279
0.8170,2.0900,-1400
0.9170,1.7884,-1400
0.9270,0.8430,-717
1.1370,3.0763,-1400
1.3570,4.0390,-1424
1.5670,4.2965,-1554
1.5670,1.7186,-1400
1.5670,0.6874,-1073
1.5670,0.2750,-1073
1.5570,-0.0177,-1040
1.5470,-0.1347,-878
1.5470,-0.0539,-983
1.5470,-0.0216,-1028
1.5470,-0.0086,-1046
1.5570,0.1242,-1066
1.4570,-1.2269,187
1.3470,-1.5384,900
1.1370,-3.2962,1020
1.0270,-2.7533,1071
1.0270,-1.1013,109
1.1370,0.9637,-837
1.3470,2.3855,-1400
1.4570,2.3585,-1400
1.4570,0.9434,-995
1.3470,-1.0269,-36
1.2370,-1.8150,968
1.2370,-0.7260,-186
1.2370,-0.2904,-520
1.2370,-0.1162,-701
1.2370,-0.0465,-784
1.3370,1.2580,-1114
1.3370,0.5032,-912
1.3370,0.2013,-912
1.2370,-1.2238,313
1.2370,-0.4895,-349
1.2370,-0.1958,-614
1.2370,-0.0783,-746
1.2370,-0.0313,-803
1.2370,-0.0125,-827
1.1170,-1.5369,1029
1.0070,-2.0190,1080
0.8970,-1.8552,1118
0.8970,-0.7421,-24
0.9070,-0.1664,-455
0.9170,0.0611,-641
0.8170,-1.2522,414
0.8170,-0.5009,-131
0.7070,-1.6046,1148
0.5970,-2.0766,1212
0.3770,-3.6392,1291
0.2570,-2.9876,1325
0.2570,-1.1950,747
0.2570,-0.4780,196
0.2570,-0.1912,-29
0.2570,-0.0765,-137
0.2570,-0.0306,-185
0.2570,-0.0122,-205
0.3670,1.3994,-1284
0.4770,1.9945,-1400
0.5970,2.3297,-1400
0.5970,0.9319,-797
0.5970,0.3728,-447
0.5870,0.0214,-441
0.5870,0.0086,-441
0.5870,0.0034,-441
0.5870,0.0014,-441
0.5870,0.0005,-441
0.4770,-1.4040,882
0.3670,-1.9964,1276
0.1570,-3.4794,1354
0.0570,-2.6684,1382
-0.0530,-2.1150,1400
-0.0630,-0.9736,837
-0.0630,-0.3895,355
-0.0630,-0.1558,157
-0.0630,-0.0623,67
-0.0630,-0.0249,59
-0.1730,-1.4142,1301
-0.3830,-3.3048,1400
-0.6030,-4.1304,1449
-0.7130,-3.0564,1400
-0.7230,-1.3178,1193
-0.7230,-0.5271,524
-0.6130,1.2239,-449
-0.5030,1.8938,-1230
-0.3930,2.1618,-1273
-0.3930,0.8647,-360
-0.3930,0.3459,-2
-0.3930,0.1384,172
-0.4930,-1.2213,1088
-0.6030,-1.8928,1400
-0.7130,-1.8047,1400
-0.7230,-0.8495,723
-0.7230,-0.3398,524
-0.7230,-0.1359,524
-0.6130,1.3499,-692
-0.5030,1.5876,-1211
-0.2830,3.4435,-1318
-0.1730,2.8122,-1348
-0.1730,1.1249,-775
-0.1730,0.4500,-243
-0.0630,1.2276,-1008
0.1470,3.1719,-1400
0.2570,2.7035,-1400
0.2570,1.0814,-945
0.1470,-0.9717,666
0.0370,-1.4363,1269
-0.0630,-1.8511,1400
-0.0630,-0.7404,631
-0.0630,-0.2962,280
-0.1006,-0.5985,518
-0.1510,-0.7194,614
-0.1886,-0.7678,653
-0.3354,-2.2219,1400
-0.4830,-2.7730,1400
-0.5206,-1.5892,1400
-0.4178,0.3431,17
-0.0878,4.3500,-1373
0.1322,4.6096,-1463
0.4522,5.9289,-1682
0.6622,5.0524,-1718
0.8822,4.1162,-1449
0.9922,3.0507,-1400
1.1022,2.6551,-1400
1.2022,2.3386,-1400
1.3122,2.3397,-1400
1.4222,1.9835,-1400
1.6322,3.4743,-1400
1.8422,4.1288,-1462
1.9422,2.9281,-1400
1.9522,1.2989,-1354
1.8522,-0.4328,-880
1.6422,-2.8540,631
1.4222,-4.0112,845
1.3022,-3.1364,930
1.3022,-1.2546,358
1.4122,0.5458,-964
1.5222,1.6226,-1400
1.5222,0.6490,-1041
1.4122,-1.1446,106
1.3022,-1.8621,930
1.3022,-0.7448,-204
1.3022,-0.2979,-550
1.3022,-0.1192,-739
1.3022,-0.0477,-826
1.3022,-0.0191,-863
1.3022,-0.0076,-878
1.2022,-1.2796,433
1.2022,-0.5119,-315
1.1022,-1.4813,970
1.0922,-0.7202,-125
0.9922,-1.2405,369
0.9822,-0.6238,-132
0.9822,-0.2495,-417
0.7622,-2.9083,1172
0.6522,-2.5676,1208
0.5422,-2.0747,1227
0.9822,4.7872,-1720
1.3022,6.0888,-2094
1.6322,6.6483,-2437
1.6322,2.6593,-1400
1.6222,0.9685,-1087
1.5222,-0.8892,-246
1.3022,-3.2252,930
1.0922,-3.9709,1042
0.9822,-2.9926,1090
1.0922,-0.1494,-578
1.2022,1.3445,-1222
1.3022,1.8421,-1400
0.7622,-6.1568,1122
0.2222,-9.3563,1400
-0.3178,-8.8854,1536
-0.0978,-0.7456,635
0.2222,3.8757,-1400
0.6622,7.1673,-1699
1.0822,8.2286,-1928
1.4122,6.4343,-2195
1.6322,5.3822,-1970
1.7422,3.5877,-1400
1.8522,2.8393,-1400
1.9522,2.4123,-1400
1.9622,1.0602,-1358
1.8522,-0.9802,-655
1.7422,-1.8269,501
1.6322,-2.1350,643
1.6322,-0.8540,-408
1.6322,-0.3416,-699
1.7422,1.2676,-1176
1.7422,0.5070,-1202
1.7522,0.3305,-1209
1.6522,-1.1444,-146
1.4322,-2.5530,837
1.2122,-3.8297,982
1.0022,-4.2710,1082
1.0022,-1.7084,1078
1.0022,-0.6834,-105
0.9922,-0.3686,-320
0.9822,-0.2751,-394
0.9822,-0.1100,-556
0.9822,-0.0440,-629
0.9922,0.1101,-687
1.2122,2.1393,-1400
1.4222,3.5366,-1400
1.6322,4.1538,-1480
1.6322,1.6615,-1400
1.7422,2.0689,-1400
1.7422,0.8275,-1202
1.6322,-1.0732,-213
1.7422,1.0055,-1161
1.6222,-1.1297,-129
1.6222,-0.4519,-587
1.5122,-1.2284,139
1.7322,2.3172,-1400
1.9622,3.9269,-1400
1.9622,1.5707,-1400
1.9622,0.6283,-1370
1.9722,0.3466,-1378
2.3022,4.3514,-1542
2.5322,4.7406,-1671
2.7522,4.7047,-1655
2.6422,0.4776,-1400
2.6422,0.1911,-1400
2.6422,0.0764,-1400
2.6422,0.0306,-1400
2.6422,0.0122,-1400
2.6422,0.0049,-1400
2.6422,0.0020,-1400
2.4122,-2.9354,0
2.1822,-4.1742,155
1.9622,-4.4782,381
1.9622,-1.7913,94
1.9622,-0.7165,-1043
1.9622,-0.2866,-1180
1.9622,-0.1146,-1245
1.8522,-1.4501,172
1.7422,-1.9843,501
1.7322,-0.8890,-538
1.7322,-0.3556,-745
1.7322,-0.1422,-993
1.5322,-2.6101,748
1.4222,-2.4483,845
1.3122,-2.0269,923
1.3022,-0.9384,-95
1.3022,-0.3754,-478
1.2022,-1.4267,785
0.8722,-4.7835,1133
0.5422,-5.0562,1221
0.5422,-2.0225,1224
0.7622,2.0606,-1400
1.0922,5.0370,-1830
1.2022,3.4191,-1400
1.3022,2.3200,-1400
1.3022,0.9280,-888
1.3022,0.3712,-888
1.2022,-1.1281,134
1.0922,-1.8555,1042
0.8722,-2.8374,1133
0.7622,-2.5392,1172
0.7722,-0.8853,121
